loc_id,obj_id,loc_typ,address,city,state_prov,post_code,phone,web
41927091,15041570,P,2290 14TH AVENUE,SAN FRANCISCO,CA,94116,4157592783,
41927092,15041573,P,1220 NOE STREET,SAN FRANCISCO,CA,94114,4156955675,
41927093,15041574,P,840 BROADWAY STREET,SAN FRANCISCO,CA,94133,4152917990,
41927094,15041575,P,1725 IRVING STREET,SAN FRANCISCO,CA,94122,4157592821,
41927095,15041577,P,400 SARGENT STREET,SAN FRANCISCO,CA,94132,4154694726,
41927096,15041595,P,350 GIRARD STREET,SAN FRANCISCO,CA,94134,4153301500,
41927097,15041601,P,460 ARGUELLO BOULEVARD,SAN FRANCISCO,CA,94118,4157508446,
41927098,15041620,P,651 8TH STREET BUILDING 229,SAN FRANCISCO,CA,94130,4153978957,
41927099,15041625,P,450 CHURCH ST,SAN FRANCISCO,CA,94114,4152416344,
41927100,15041628,P,50 POMONA AVENUE,SAN FRANCISCO,CA,94124,4153301526,
41927101,15041647,P,824 HARRISON STREET,SAN FRANCISCO,CA,94103,4152917983,
41927102,15041646,P,824 HARRISON STREET,SAN FRANCISCO,CA,94107,4152917983,
41927103,15041600,P,443 BURNETT STREET,SAN FRANCISCO,CA,94114,4156955691,
41927105,15041639,P,1050 YORK STREET,SAN FRANCISCO,CA,94114,4156955781,
41927106,15041643,P,1512 GOLDEN GATE AVENUE,SAN FRANCISCO,CA,94117,4159221001,
41927107,15041644,P,750 16TH AVENUE,SAN FRANCISCO,CA,94131,4157508617,
41927118,15042409,P,151 VICTORIA STREET,DALY CITY,CA,94015,6508778853,
41927119,15041677,P,235 12TH AVENUE,SAN FRANCISCO,CA,94118,4157508524,
41927120,15041679,P,655 DE HARO STREET,SAN FRANCISCO,CA,94107,4156955787,
41927136,15041655,P,1325 FLORIDA STREET,SAN FRANCISCO,CA,94110,4156955606,
41927137,15041656,P,1350 25TH AVENUE,SAN FRANCISCO,CA,94122,4157592852,
41927138,15041657,P,1325 18TH AVENUE,SAN FRANCISCO,CA,94122,4157592795,
41927142,15041650,P,260 MADRID STREET,SAN FRANCISCO,CA,94110,4154694771,
41927143,15041651,P,3125 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,94110,4156955770,
41927144,15041663,P,651 6TH AVENUE,SAN FRANCISCO,CA,94118,4157508475,
41927149,15042412,P,650 SUNSET DRIVE,SOUTH SAN FRANCISCO,CA,94015,6508778788,
41927150,15042417,P,1200 MILLER AVE,SOUTH SAN FRANCISCO,CA,94080,6508778784,
41927151,15042419,P,35 SCHOOL ST,SOUTH SAN FRANCISCO,CA,94080,6508773955,
41929869,15041534,P,1541 12TH AVENUE,SAN FRANCISCO,CA,94122,4157592764,
41929870,15041547,P,657 MERCHANT STREET,SAN FRANCISCO,CA,94111,4152917918,
41929871,15131769,P,3351 23RD STREET,SAN FRANCISCO,CA,94110,4156955881,
41929872,15041638,P,1250 WALLER STREET,SAN FRANCISCO,CA,94117,4152416325,
41929874,15041589,P,1670 NOE ST,SAN FRANCISCO,CA,94131,4156955313,
41929875,15041661,P,3950 SACRAMENTO STREET,SAN FRANCISCO,CA,94118,4157508603,
41929876,15041556,P,65 CHENERY ST,SAN FRANCISCO,CA,94110,4156955669,
41929878,15041642,P,2340 JACKSON STREET,SAN FRANCISCO,CA,94115,4157493544,
41929879,15041543,P,375 7TH STREET,SAN FRANCISCO,CA,94103,4156158441,
41929880,15041594,P,555 TOMPKINS AVE,SAN FRANCISCO,CA,94110,4156955656,
41929881,15041602,P,125 EXCELSIOR AVE,SAN FRANCISCO,CA,94112,4154694739,
41929882,15041581,P,1570 31ST AVE,SAN FRANCISCO,CA,94122,4157592832,
41929883,15041624,P,3630 DIVISADERO ST,SAN FRANCISCO,CA,94123,4157493516,
41929884,15041633,P,1430 SCOTT ST,SAN FRANCISCO,CA,94115,4154404306,
41930878,15000530,P,1150 MAGNOLIA AVE,MILLBRAE,CA,94030,6506978119,
41931423,15013075,P,2820 PONCE AVE,BELMONT,CA,94002,6505969100,
41932397,15041665,P,380 WEBSTER ST,SAN FRANCISCO,CA,94102,4152416335,
41932590,15017654,P,15 N ELLSWORTH AVE 201,SAN MATEO,CA,94401,,
41932700,15000828,P,2600 RALSTON AVE,BELMONT,CA,94002,6505933361,
41933065,15043659,P,1325 FLORIDA ST,SAN FRANCISCO,CA,94110,4152416232,
41933651,15040765,P,400 DUANE ST,REDWOOD CITY,CA,94062,6504822411,
41935563,15037454,P,115 FIRST AVE,DALY CITY,CA,94014,6505507840,
41936911,15041890,P,425 BARNESON AVE,SAN MATEO,CA,94402,6503127670,
41937267,15041893,P,130 SAN MIGUEL WAY,SAN MATEO,CA,94403,6503127533,
41937606,15027160,P,2425 19TH AVE,SAN FRANCISCO,CA,94116,,
41937719,15035158,P,500 SAN BRUNO AVE,BRISBANE,CA,94005,4154670120,
41938120,15001115,P,2690 JACKSON ST,SAN FRANCISCO,CA,94115,4159226081,
41938326,15001088,P,6565 SKYLINE BLVD,HILLSBOROUGH,CA,94010,6503482272,
41939836,15019670,P,180 FAIR OAKS ST,SAN FRANCISCO,CA,94110,,
41940524,15041903,P,300 28TH AVE,SAN MATEO,CA,94403,6503127551,
41940702,15035160,P,25 BELLEVUE AVE,DALY CITY,CA,94014,4155866595,
41940744,15000538,P,20 REINER ST,COLMA,CA,94014,6507550220,
41940772,15001109,P,1234 DIVISADERO ST,SAN FRANCISCO,CA,94115,4159217658,
41940807,15041885,P,1151 POLYNESIA DR,FOSTER CITY,CA,94404,6503127532,
41940949,15000489,P,850 TAMARACK AVE,SAN CARLOS,CA,94070,6505931629,
41940951,15000487,P,301 GRAND ST,REDWOOD CITY,CA,94062,6503666127,
41940963,15000512,P,321 FAIR OAKS ST,SAN FRANCISCO,CA,94110,4156478972,
41940964,15000525,P,1515 DOLAN AVE,SAN MATEO,CA,94401,6503426567,
41940968,15000524,P,910 S EL CAMINO REAL,SAN MATEO,CA,94402,6503431373,
41941190,15000975,P,3065 JACKSON ST,SAN FRANCISCO,CA,94115,4154473100,
41941191,15000978,P,2120 BROADWAY ST,SAN FRANCISCO,CA,94115,4156745417,
41941256,15001042,P,79 FLORENCE ST,DALY CITY,CA,94014,6507564737,
41941279,15001065,P,678 PORTOLA DR,SAN FRANCISCO,CA,94127,4157318188,
41941482,15024499,P,169 STEUART ST,SAN FRANCISCO,CA,94105,,
41942085,15001152,P,1295 SEVILLE DR,PACIFICA,CA,94044,6503590555,
41942160,15040699,P,2033 PULGAS AVE,EAST PALO ALTO,CA,94303,6503292800,
41943602,15000522,P,360 9TH AVE,SAN FRANCISCO,CA,94118,4152218558,
41943897,15041889,P,600 ALAMEDA DE LAS PULGAS,SAN MATEO,CA,94402,6503127511,
41944306,15000518,P,401 EUCALYPTUS DR,SAN FRANCISCO,CA,94132,4156648331,
41944445,15041888,P,2025 KEHOE AVE,SAN MATEO,CA,94403,6503127660,
41944663,15041886,P,600 36TH AVE,SAN MATEO,CA,94403,6503127600,
41944880,15041898,P,2619 DOLORES ST,SAN MATEO,CA,94403,6503127566,
41945641,15041905,P,1 MANGINI WAY,BURLINGAME,CA,94010,6505582899,
41946108,15019891,P,452 5TH AVE,REDWOOD CITY,CA,94063,6503676791,
41946265,15040698,P,415 IVY DR,MENLO PARK,CA,94025,6503292898,
41946447,15001064,P,1801 VICENTE ST,SAN FRANCISCO,CA,94116,,
41946751,15039318,P,850 TAYLOR BLVD,MILLBRAE,CA,94030,6506974096,
41947065,15000537,P,7 ELMWOOD DR,DALY CITY,CA,94015,6507563395,
41947072,15000516,P,660 FILBERT ST,SAN FRANCISCO,CA,94133,4154215219,
41947094,15037946,P,2200 SHARON RD,MENLO PARK,CA,94025,6508543962,
41947634,15001178,P,1970 OCEAN AVE,SAN FRANCISCO,CA,94127,,
41947985,15041897,P,715A INDIAN AVE,SAN MATEO,CA,94401,6503127691,
41947993,15017074,P,1006 METRO CENTER BLVD,FOSTER CITY,CA,94404,6505736023,
41948499,15041572,P,241 ONEIDA AVE,SAN FRANCISCO,CA,94112,4154694535,
41948568,15042413,P,295 PONDEROSA RD,SOUTH SAN FRANCISCO,CA,94080,6508778825,
41948786,15041887,P,841 GULL AVE,FOSTER CITY,CA,94404,6503127500,
41948847,15041902,P,1031 SOUTH DELAWARE ST,SAN MATEO,CA,94402,6503127599,
41949305,15037680,P,1283 TERRA NOVA BLVD,PACIFICA,CA,94044,6507386670,
41949466,15042218,P,555 MIDDLEFIELD ROAD,ATHERTON,CA,94025,6503225311,
41949738,15041558,P,2190 POWELL STREET,SAN FRANCISCO,CA,94133,4152917900,
41949765,15041674,P,1451 JACKSON STREET,SAN FRANCISCO,CA,94109,4157493535,
41949871,15040700,P,2695 FORDHAM ST,EAST PALO ALTO,CA,94303,6503292800,
41950127,15041884,P,1001 BERMUDA DR,SAN MATEO,CA,94403,6503127737,
41950128,15041900,P,161 CLARK DR,SAN MATEO,CA,94402,6503127577,
41951014,15041604,P,500 CLARENDON AVE,SAN FRANCISCO,CA,94131,4157592796,
41951015,15041609,P,1215 CAROLINA ST,SAN FRANCISCO,CA,94107,4156955797,
41951414,15037440,P,700 STEWART AVENUE,COLMA,CA,94015,6509911200,
41951453,15039314,P,401 LUDEMAN LN,MILLBRAE,CA,94030,6505886485,
41951533,15043489,P,101 TWIN DOLPHIN DR,REDWOOD CITY,CA,94065,6508025460,
41952138,15040702,P,620 WILLOW RD,MENLO PARK,CA,94025,6503292850,
41952248,15009640,P,150 OAK ST,SAN FRANCISCO,CA,94102,,
41952516,15009928,P,2245 AVY AVE,MENLO PARK,CA,94025,6508544545,
41953212,15010538,P,825 BROTHERHOOD WAY,SAN FRANCISCO,CA,94132,4155868686,
41953214,15010542,P,360 LA CUESTA DR,PORTOLA VALLEY,CA,94028,6508549065,
41953600,15000923,P,495 9TH AVE,SAN FRANCISCO,CA,94118,4152217500,
41954264,15042411,P,2551 ST. CLOUD DRIVE,SAN BRUNO,CA,94066,6508778838,
41954364,15011734,P,1715 OCTAVIA ST,SAN FRANCISCO,CA,94109,4153455814,
41954516,15009924,P,2938 WASHINGTON ST,SAN FRANCISCO,CA,94115,4159312750,
41956012,15040756,P,2498 MASSACHUSETTS AVE,REDWOOD CITY,CA,94061,6504822404,
41956017,15041593,P,2355 FOLSOM STREET,SAN FRANCISCO,CA,94117,4152416315,
41956158,15013172,P,1 CAREY SCHOOL LN,SAN MATEO,CA,94403,6503458205,
41956838,15035159,P,1 SOLANO ST,BRISBANE,CA,94005,4154679541,
41956842,15037455,P,6996 MISSION ST,DALY CITY,CA,94014,6505507700,
41956945,15037456,P,401 PALOMA AVE,PACIFICA,CA,94044,6505507300,
41956946,15037458,P,131 WESTMOOR AVE,DALY CITY,CA,94015,6505507400,
41956947,15037457,P,1450 TERRA NOVA BLVD,PACIFICA,CA,94044,6505507600,
41957610,15014472,P,1415 HILLSIDE BLVD,SOUTH SAN FRANCISCO,CA,94080,6505886866,
41957630,15014522,P,250 VALENCIA ST,SAN FRANCISCO,CA,94103,4155528500,
41959427,15000799,P,1275 SACRAMENTO ST,SAN FRANCISCO,CA,94108,4156145115,
41959599,15039265,P,1895 OAK KNOLL LN,MENLO PARK,CA,94025,6508544433,
41960845,15041555,P,70 DELTA ST,SAN FRANCISCO,CA,94134,4153301537,
41961617,15039315,P,200 SANTA HELENA AVE,SAN BRUNO,CA,94066,6505885852,
41961963,15040704,P,2086 CLARKE ST,EAST PALO ALTO,CA,94303,6503292800,
41962287,15041892,P,461 BEACH PARK BLVD,FOSTER CITY,CA,94404,6503127522,
41962288,15041895,P,949 OCEAN VIEW AVE,SAN MATEO,CA,94401,6503127550,
41962300,15041894,P,2320 NEWPORT ST,SAN MATEO,CA,94402,6503127544,
41962301,15041896,P,316 36TH AVE,SAN MATEO,CA,94403,6503127555,
41962302,15041899,P,1301 CYPRESS AVE,SAN MATEO,CA,94401,6503127588,
41962303,15041901,P,1685 EISENHOWER ST,SAN MATEO,CA,94403,6503127575,
41962919,15014477,P,1835 ELLIS ST,SAN FRANCISCO,CA,94115,4153459777,
41963089,15017055,P,300 E SANTA INEZ AVE,SAN MATEO,CA,94401,6503408819,
41963336,15000532,P,1250 LAUREL ST,MENLO PARK,CA,94025,6503257304,
41963669,15041672,P,325 SANCHEZ ST,SAN FRANCISCO,CA,94114,4152416380,
41964247,15037450,P,1267 SOUTHGATE AVE,DALY CITY,CA,94015,6509911250,
41964669,15034411,P,305 MAIN ST,REDWOOD CITY,CA,94063,6503661050,
41964882,15043490,P,10 LOOP RD,SAN MATEO,CA,94402,6503125323,
41965733,15019689,P,50 TERMINAL AVE,MENLO PARK,CA,94025,6503275052,
41965913,15040764,P,3150 GRANGER WAY,REDWOOD CITY,CA,94061,6504822401,
41966677,15025331,P,2825 ALAMEDA DE LAS PULGAS,SAN MATEO,CA,94403,6503459082,
41967292,15024467,P,201 POLHEMUS RD,SAN MATEO,CA,94402,6505481500,
41967788,15024030,P,2066 AVY AVE,MENLO PARK,CA,94025,6508546993,
41967850,15041631,P,3531 22ND ST,SAN FRANCISCO,CA,94114,4159703330,
41967853,15041673,P,155 APPLETON AVE,SAN FRANCISCO,CA,94110,4159205138,
41969439,15041627,P,400 MANSELL ST,SAN FRANCISCO,CA,94134,4154694550,
41969653,15034994,P,500 BIDDULPH WAY,BELMONT,CA,94002,6506374860,
41969662,15041635,P,70 OAK GROVE ST,SAN FRANCISCO,CA,94107,4157343310,
41969672,15041580,P,220 MIDDLEFIELD DRIVE,SAN FRANCISCO,CA,94132,4157592825,
41970019,15000520,P,50 THOMAS MORE WAY,SAN FRANCISCO,CA,94132,4153370100,
41970029,15000868,P,2750 JACKSON ST,SAN FRANCISCO,CA,94115,4159213747,
41970139,15041907,P,3115 DEL MONTE ST,SAN MATEO,CA,94403,6505582699,
41970375,15010537,P,1195 HUDSON AVE,SAN FRANCISCO,CA,94124,4157508464,
41970483,15013146,P,600 GRAND AVE,SOUTH SAN FRANCISCO,CA,94080,6505891081,
41970914,15019721,P,2222 BROADWAY ST,SAN FRANCISCO,CA,94115,4155632900,
41971007,15023171,P,3518 JEFFERSON AVE,REDWOOD CITY,CA,94062,6503657500,
41971093,15035225,P,1715 QUESADA WAY,BURLINGAME,CA,94010,6502593830,
41972378,15040762,P,170 SELBY LN,ATHERTON,CA,94027,6503683996,
41972386,15041564,P,1360 OAKDALE AVENUE,SAN FRANCISCO,CA,94124,4153301540,
41972669,15017662,P,5048 3RD ST,SAN FRANCISCO,CA,94124,,
41972694,15000920,P,468 GRAND ST,REDWOOD CITY,CA,94062,6503663466,
41973294,15001101,P,3839 WASHINGTON ST,SAN FRANCISCO,CA,94118,4157519318,
41973582,15023169,P,299 DOLORES ST,SAN FRANCISCO,CA,94103,,
41973960,15000515,P,1266 FLORIDA ST,SAN FRANCISCO,CA,94110,4156478662,
41974511,15034946,P,1 MARTIN ST,DALY CITY,CA,94014,4154675443,
41974512,15037676,P,411 OCEANA BLVD,PACIFICA,CA,94044,6507386650,
41974874,15027161,P,150 PARKER AVE,SAN FRANCISCO,CA,94118,4152210294,
41974876,15027162,P,201 EUCALYPTUS DR,SAN FRANCISCO,CA,94132,4155645044,
41974913,15041629,P,2245 JONES ST,SAN FRANCISCO,CA,94133,4157493540,
41975197,15027948,P,2000 WOODSIDE RD,REDWOOD CITY,CA,94061,6503669859,
41975221,15001177,P,655 BROTHERHOOD WAY,SAN FRANCISCO,CA,94132,4154061035,
41977213,15000957,P,25 WHITTIER ST,SAN FRANCISCO,CA,94112,4155861117,
41977224,15000536,P,80 WELLINGTON AVE,DALY CITY,CA,94014,6507554438,
41977293,15019690,P,2200 CARLMONT DR,BELMONT,CA,94002,6505936175,
41977314,15042407,P,120 EL CAMPO DRIVE,SOUTH SAN FRANCISCO,CA,94080,6508778776,
41977638,15042221,P,199 CHURCHILL AVE,WOODSIDE,CA,94062,6503679750,
41977791,15000508,P,450 SOMERSET ST,SAN FRANCISCO,CA,94134,4154683247,
41977792,15000521,P,2350 GREEN ST,SAN FRANCISCO,CA,94123,4153465505,
41977898,15039316,P,1101 HELEN DR,MILLBRAE,CA,94030,6505837590,
41978792,15041640,P,555 PORTOLA DRIVE,SAN FRANCISCO,CA,94131,4156955700,
41979101,15017713,P,2252 BROADWAY ST,SAN FRANCISCO,CA,94115,,
41979115,15000540,P,1328 CABRILLO AVE,BURLINGAME,CA,94010,6503439200,
41980097,15041605,P,431 CAPITOL AVE,SAN FRANCISCO,CA,94112,4154694743,
41980355,15041662,P,990 CHURCH ST,SAN FRANCISCO,CA,94114,4156955871,
41980452,15000509,P,419 HEARST AVE,SAN FRANCISCO,CA,94112,4153331800,
41980453,15000526,P,451 W 20TH AVE,SAN MATEO,CA,94403,6503458207,
41980454,15000545,P,345 OAK AVE,SAN BRUNO,CA,94066,6505835065,
41981439,15041549,P,50 DARIEN WAY,SAN FRANCISCO,CA,94127,4157592807,
41981750,15014443,P,1017 CEDAR ST,SAN CARLOS,CA,94070,6506319999,
41981859,15037452,P,43 MIRIAM ST,DALY CITY,CA,94014,6509911255,
41982748,15040753,P,2950 FAIR OAKS AVENUE,REDWOOD CITY,CA,94063,6503683953,
41982749,15040755,P,909 ROOSEVELT AVENUE,REDWOOD CITY,CA,94061,6503663122,
41982751,15041632,P,325 LA GRANDE AVE,SAN FRANCISCO,CA,94112,4154524922,
41982758,15041586,P,1575 15TH ST,SAN FRANCISCO,CA,94103,4152416280,
41982759,15041597,P,1501 O'FARRELL ST,SAN FRANCISCO,CA,94115,4157493519,
41982789,15000961,P,920 PENINSULA WAY,MENLO PARK,CA,94025,,
41983056,15040758,P,555 AVENUE DEL ORA,REDWOOD CITY,CA,94062,6504822406,
41983085,15001055,P,2355 LAKE ST,SAN FRANCISCO,CA,94121,4157508390,
41983218,15041911,P,789 E POPLAR AVE,SAN MATEO,CA,94401,6505582100,
41984025,15027157,P,1225 GREENWOOD AVE,SAN CARLOS,CA,94070,,
41985064,15041299,P,300 AMADOR AVE,SAN BRUNO,CA,94066,6506243175,
41985104,15042408,P,1320 MISSION ROAD,SOUTH SAN FRANCISCO,CA,94080,6508778806,
41985274,15000798,P,2650 SAND HILL RD,MENLO PARK,CA,94025,6508540288,
41986017,15041906,P,1501 MAGNOLIA AVE,SAN BRUNO,CA,94066,6505582799,
41986020,15042217,P,1400 ALAMEDA DE LAS PULGAS,BELMONT,CA,94002,6505950210,
41986473,15041908,P,400 MURCHISON DR,MILLBRAE,CA,94030,6505582599,
41986674,15019870,P,515 E POPLAR AVE,SAN MATEO,CA,94401,6503755860,
41986834,15041553,P,693 VERMONT ST,SAN FRANCISCO,CA,94107,4156955860,
41986846,15041306,P,750 DARTMOUTH AVE,SAN CARLOS,CA,94002,6505087370,
41986847,15041582,P,3125 CESAR CHAVEZ ST,SAN FRANCISCO,CA,94110,4156955770,
41987199,15001156,P,2521 SCOTT ST,SAN FRANCISCO,CA,94115,4159310400,
41987341,15043660,P,750 25TH AVE,SAN FRANCISCO,CA,94121,4153557656,
41987852,15000486,P,302 PORTOLA RD,PORTOLA VALLEY,CA,94028,6508518221,
41987895,15000529,P,434 ALIDA WAY,SOUTH SAN FRANCISCO,CA,94080,6505893909,
41987896,15000539,P,1300 BAYSWATER AVE,BURLINGAME,CA,94010,6503447176,
41987950,15019794,P,1499 POTRERO AVE STE 1,SAN FRANCISCO,CA,94110,4156957735,
41988143,15040752,P,3790 RED OAK WAY,REDWOOD CITY,CA,94061,6504822414,
41988511,15000817,P,1550 TREAT AVE,SAN FRANCISCO,CA,94110,4155642310,
41989087,15017032,P,27 10TH AVE,SAN MATEO,CA,94401,6503401230,
41989414,15041560,P,1150 FRANCISCO ST,SAN FRANCISCO,CA,94109,4157493430,
41989557,15040759,P,2521 GOODWIN AVE,REDWOOD CITY,CA,94061,6503654611,
41989567,15041302,P,2000 BELLE AVENUE,SAN CARLOS,CA,94070,6505087307,
41989924,15000501,P,1320 14TH AVE,SAN FRANCISCO,CA,94122,4156647977,
41990065,15042410,P,210 WEST ORANGE AVE,SOUTH SAN FRANCISCO,CA,94080,6508778841,
41990952,15041664,P,2055 SUNNYDALE AVE,SAN FRANCISCO,CA,94134,4154694519,
41991295,15000513,P,910 BROADWAY,SAN FRANCISCO,CA,94133,4159294690,
41991305,15001179,P,444 E MARKET ST,DALY CITY,CA,94014,4153337600,
41992292,15040640,P,4575 ALPINE RD,PORTOLA VALLEY,CA,94028,6508511777,
41992547,15034278,P,101 TWIN DOLPHIN DR,REDWOOD CITY,CA,94065,6508025411,
41992642,15001262,P,1405 SOLANA DR,BELMONT,CA,94002,6505927570,
41993043,15013148,P,1218 S VAN NESS AVE,SAN FRANCISCO,CA,94110,4158262662,
41993340,15037675,P,830 ROSITA RD,PACIFICA,CA,94044,6507386615,
41993363,15001242,P,66 GENEVA AVE,SAN FRANCISCO,CA,94112,4155855550,
41993461,15019803,P,1400 HILLSIDE BLVD,SOUTH SAN FRANCISCO,CA,94080,6506199000,
41995029,15041557,P,1530 43RD AVENUE,SAN FRANCISCO,CA,94122,4157592811,
41995384,15000517,P,665 ELIZABETH ST,SAN FRANCISCO,CA,94114,4158248467,
41995392,15000922,P,200 SLOAT BLVD,SAN FRANCISCO,CA,94132,4156656330,
41995803,15014546,P,35 KEYES AVE,SAN FRANCISCO,CA,94129,4155615800,
41996032,15000543,P,1000 ALAMEDA DE LAS PULGAS,BELMONT,CA,94002,6505934265,
41996337,15023993,P,464 DIAMOND ST,SAN FRANCISCO,CA,94114,4156480380,
41996341,15024480,P,887 POTRERO AVE,SAN FRANCISCO,CA,94110,4152063180,
41996416,15041305,P,1901 WHITE OAK WAY,SAN CARLOS,CA,94070,6505087317,
41996427,15041585,P,3500 FILLMORE ST,SAN FRANCISCO,CA,94123,4157493495,
41996708,15041619,P,350 SENECA AVENUE,SAN FRANCISCO,CA,94112,4158418910,
41996785,15000500,P,1055 ELLIS ST,SAN FRANCISCO,CA,94109,,
41996786,15000541,P,2750 ADELINE DR,BURLINGAME,CA,94010,,
41996787,15000546,P,1100 WOODSIDE RD,REDWOOD CITY,CA,94061,6503688327,
41996804,15001119,P,1387 VALENCIA ST,SAN FRANCISCO,CA,94110,4155676177,
41997822,15035229,P,801 HOWARD AVE,BURLINGAME,CA,94010,6502593880,
41997832,15041554,P,423 BURROWS STREET,SAN FRANCISCO,CA,94134,4153301530,
41997834,15040763,P,903 10TH AVENUE,REDWOOD CITY,CA,94063,6503692589,
41997839,15041598,P,1421 PINE ST,SAN FRANCISCO,CA,94109,4157493525,
41998784,15000829,P,1555 MARIPOSA ST,SAN FRANCISCO,CA,94107,4158618840,
41998791,15015927,P,862 28TH AVE,SAN FRANCISCO,CA,94121,4158318322,
41999128,15019852,P,350 MASONIC AVE,SAN FRANCISCO,CA,94118,4159312422,
41999302,15041538,P,250 23RD AVE,SAN FRANCISCO,CA,94121,4157508456,
41999303,15041654,P,1520 OAKDALE AVENUE,SAN FRANCISCO,CA,94124,4156955660,
41999316,15041579,P,4545 ANZA ST,SAN FRANCISCO,CA,94121,4157508483,
41999328,15041658,P,1530 43RD AVENUE,SAN FRANCISCO,CA,94122,4157592811,
41999588,15037336,P,376 BARBARA WAY,HILLSBOROUGH,CA,94010,6503449870,
41999589,15040751,P,225 CLIFFORD AVENUE,REDWOOD CITY,CA,94070,6503668011,
